Country_A,Port_A,Country_B,Port_B,Distance,Route,Time,Price_Per_Container,Price_Per_kg
United Arab Emirates,Dubai,United States,New York,8010,SUEZ CANAL,33 days 09 hours,3774.859845552,0.1258286615184
United Arab Emirates,Dubai,Germany,Hamburg,6418,SUEZ CANAL,26 days 18 hours,3024.6005603936,0.10082001867978667
United Arab Emirates,Dubai,Indonesia,Tanjung Priok,3705,DIRECT,15 days 11 hours,1746.049404216,0.058201646807200004
United Arab Emirates,Dubai,Sri Lanka,Colombo,1884,DIRECT,7 days 20 hours,887.8696565568,0.029595655218560002
United Arab Emirates,Dubai,India,Kandla,907,DIRECT,3 days 19 hours,427.44043444640005,0.014248014481546669
United Arab Emirates,Dubai,India,Bombay,1122,DIRECT,4 days 16 hours,528.7631394144,0.01762543798048
United Arab Emirates,Dubai,United States,Savannah,8488,SUEZ CANAL,35 days 09 hours,4000.1261384576,0.13333753794858666
United Arab Emirates,Dubai,Vietnam,Haiphong,4752,DIRECT,19 days 19 hours,2239.4674139904,0.07464891379968
United Arab Emirates,Dubai,Vietnam,Danang,4461,DIRECT,18 days 14 hours,2102.3283109872,0.07007761036624
United Arab Emirates,Dubai,Panama,Colon,9129,SUEZ CANAL,38 days 01 hours,4302.2091797808,0.14340697265936
United Arab Emirates,Dubai,Spain,Valencia,4560,SUEZ CANAL,19 days 00 hours,2148.983882112,0.0716327960704
United Arab Emirates,Dubai,China,Yingkou,6199,DIRECT,25 days 20 hours,2921.3927818448,0.09737975939482667
United Arab Emirates,Dubai,Brazil,Santos,8111,CAPE OF GOOD HOPE,33 days 19 hours,3822.4579534672002,0.12741526511557333
United Arab Emirates,Dubai,Saudi Arabia,Jeddah,2198,DIRECT,9 days 04 hours,1035.8479326496001,0.03452826442165334
United Arab Emirates,Dubai,Spain,Algeciras,4806,SUEZ CANAL,20 days 01 hours,2264.9159073312003,0.07549719691104001
United Arab Emirates,Dubai,Germany,Bremerhaven,6370,SUEZ CANAL,26 days 13 hours,3001.9796774240003,0.10006598924746668
United Arab Emirates,Dubai,Oman,Muscat,302,DIRECT,1 day 06 hours,142.3230553504,0.004744101845013333
United Arab Emirates,Dubai,China,Dalian,6049,DIRECT,25 days 05 hours,2850.7025225648003,0.09502341741882668
United Arab Emirates,Dubai,Japan,Tokyo,6334,DIRECT,26 days 09 hours,2985.0140151968003,0.09950046717322668
United Arab Emirates,Dubai,Egypt,Port Said,2891,DIRECT,12 days 01 hours,1362.4369305232,0.04541456435077334
United Arab Emirates,Dubai,China,Yantai,6013,DIRECT,25 days 01 hours,2833.7368603376003,0.09445789534458668
United Arab Emirates,Dubai,United States,Houston,9572,SUEZ CANAL,39 days 21 hours,4510.9810788544,0.15036603596181333
United Arab Emirates,Dubai,Indonesia,Tanjung Perak,4081,DIRECT,17 days 00 hours,1923.2463208112001,0.06410821069370667
Hong Kong,Hong Kong,Malaysia,Malacca,1582,DIRECT,6 days 14 hours,745.5466012064,0.024851553373546668
Hong Kong,Hong Kong,Netherlands,Rotterdam,9748,SUEZ CANAL,40 days 15 hours,4593.924316409601,0.15313081054698668
Hong Kong,Hong Kong,China,Xiamen,287,DIRECT,1 day 05 hours,135.2540294224,0.004508467647413333
Hong Kong,Hong Kong,Belgium,Antwerp,9753,SUEZ CANAL,40 days 15 hours,4596.2806583856,0.15320935527952
Hong Kong,Hong Kong,Malaysia,Johor,1464,DIRECT,6 days 02 hours,689.9369305728001,0.02299789768576
Hong Kong,Hong Kong,Taiwan,Kaohsiung,342,DIRECT,1 day 10 hours,161.1737911584,0.005372459705280001
Hong Kong,Hong Kong,Thailand,Laem Chabang,1442,DIRECT,6 days 00 hours,679.5690258784,0.02265230086261333
Hong Kong,Hong Kong,Morocco,Tangier,8415,SUEZ CANAL,35 days 02 hours,3965.723545608,0.1321907848536
Hong Kong,Hong Kong,United States,New York,11207,PANAMA CANAL,46 days 17 hours,5281.5049050064,0.17605016350021332
Hong Kong,Hong Kong,Germany,Hamburg,10001,SUEZ CANAL,41 days 16 hours,4713.155220395201,0.15710517401317337
Hong Kong,Hong Kong,Vietnam,Saigon,927,DIRECT,3 days 21 hours,436.86580235040003,0.014562193411680002
Hong Kong,Hong Kong,Indonesia,Tanjung Priok,1789,DIRECT,7 days 11 hours,843.0991590128,0.028103305300426665
Hong Kong,Hong Kong,Sri Lanka,Colombo,3027,DIRECT,12 days 15 hours,1426.5294322704,0.04755098107568
Hong Kong,Hong Kong,India,Kandla,4261,DIRECT,17 days 18 hours,2008.0746319472,0.06693582106490667
Hong Kong,Hong Kong,India,Bombay,3895,DIRECT,16 days 06 hours,1835.5903993040001,0.06118634664346667
Hong Kong,Hong Kong,United States,Savannah,10798,PANAMA CANAL,45 days 00 hours,5088.756131369601,0.16962520437898668
Hong Kong,Hong Kong,Vietnam,Haiphong,637,DIRECT,2 days 16 hours,300.1979677424,0.010006598924746667
Hong Kong,Hong Kong,Vietnam,Danang,520,DIRECT,2 days 04 hours,245.059565504,0.008168652183466667
Hong Kong,Hong Kong,Philippines,Manila,632,DIRECT,2 days 15 hours,297.8416257664,0.009928054192213334
Hong Kong,Hong Kong,Panama,Colon,9235,PANAMA CANAL,38 days 12 hours,4352.163629672,0.14507212098906666
Hong Kong,Hong Kong,Greece,Piraeus,7067,SUEZ CANAL,29 days 11 hours,3330.4537488784003,0.11101512496261334
Hong Kong,Hong Kong,Spain,Valencia,8143,SUEZ CANAL,33 days 22 hours,3837.5385421136,0.12791795140378667
Hong Kong,Hong Kong,China,Yingkou,1406,DIRECT,5 days 21 hours,662.6033636512001,0.022086778788373337
Hong Kong,Hong Kong,Brazil,Santos,10274,CAPE OF GOOD HOPE,42 days 19 hours,4841.8114922848,0.16139371640949332
Hong Kong,Hong Kong,Saudi Arabia,Jeddah,5781,DIRECT,24 days 02 hours,2724.4025926512,0.09081341975504
Hong Kong,Hong Kong,Spain,Algeciras,8389,SUEZ CANAL,34 days 23 hours,3953.4705673328003,0.13178235224442666
Hong Kong,Hong Kong,Germany,Bremerhaven,9953,SUEZ CANAL,41 days 11 hours,4690.5343374256,0.15635114458085334
Hong Kong,Hong Kong,Oman,Muscat,4602,DIRECT,19 days 04 hours,2168.7771547104003,0.07229257182368001
Hong Kong,Hong Kong,China,Dalian,1256,DIRECT,5 days 06 hours,591.9131043712,0.019730436812373332
Hong Kong,Hong Kong,Japan,Tokyo,1596,DIRECT,6 days 16 hours,752.1443587392,0.02507147862464
Hong Kong,Hong Kong,United Arab Emirates,Port Rashid,4890,DIRECT,20 days 09 hours,2304.502452528,0.0768167484176
Hong Kong,Hong Kong,Egypt,Port Said,6474,DIRECT,26 days 23 hours,3050.9915905248004,0.10169971968416001
Hong Kong,Hong Kong,China,Yantai,1220,DIRECT,5 days 02 hours,574.947442144,0.019164914738133334
Hong Kong,Hong Kong,United States,Houston,10763,PANAMA CANAL,44 days 20 hours,5072.2617375376,0.16907539125125334
Hong Kong,Hong Kong,Indonesia,Tanjung Perak,1940,DIRECT,8 days 02 hours,914.2606866880001,0.030475356222933337
Malaysia,Malacca,Netherlands,Rotterdam,8165,SUEZ CANAL,34 days 01 hours,3847.906446808,0.12826354822693334
Malaysia,Malacca,China,Xiamen,1775,DIRECT,7 days 10 hours,836.50140148,0.027883380049333335
Malaysia,Malacca,Belgium,Antwerp,8170,SUEZ CANAL,34 days 01 hours,3850.2627887840003,0.1283420929594667
Malaysia,Malacca,Malaysia,Johor,147,DIRECT,15 hours,69.27645409440001,0.0023092151364800004
Malaysia,Malacca,Taiwan,Kaohsiung,1743,DIRECT,7 days 06 hours,821.4208128336,0.02738069376112
Malaysia,Malacca,Thailand,Laem Chabang,906,DIRECT,3 days 19 hours,426.96916605120003,0.01423230553504
Malaysia,Malacca,Morocco,Tangier,6832,SUEZ CANAL,28 days 11 hours,3219.7056760064,0.10732352253354667
Malaysia,Malacca,United States,New York,10010,SUEZ CANAL,41 days 17 hours,4717.396635952,0.15724655453173333
Malaysia,Malacca,Germany,Hamburg,8418,SUEZ CANAL,35 days 02 hours,3967.1373507936,0.13223791169312
Malaysia,Malacca,Vietnam,Saigon,768,DIRECT,3 days 05 hours,361.9341275136,0.01206447091712
Malaysia,Malacca,Indonesia,Tanjung Priok,614,DIRECT,2 days 13 hours,289.3587946528,0.009645293155093333
Malaysia,Malacca,Sri Lanka,Colombo,1444,DIRECT,6 days 00 hours,680.5115626688,0.022683718755626667
Malaysia,Malacca,India,Kandla,2678,DIRECT,11 days 04 hours,1262.0567623456,0.04206855874485333
Malaysia,Malacca,India,Bombay,2312,DIRECT,9 days 15 hours,1089.5725297024,0.03631908432341333
Malaysia,Malacca,United States,Savannah,10488,SUEZ CANAL,43 days 17 hours,4942.6629288576005,0.16475543096192002
Malaysia,Malacca,Vietnam,Haiphong,1444,DIRECT,6 days 00 hours,680.5115626688,0.022683718755626667
Malaysia,Malacca,Vietnam,Danang,1153,DIRECT,4 days 19 hours,543.3724596656,0.018112415322186666
Malaysia,Malacca,Philippines,Manila,1463,DIRECT,6 days 02 hours,689.4656621776,0.022982188739253336
Malaysia,Malacca,Panama,Colon,10656,PANAMA CANAL,44 days 10 hours,5021.8360192512,0.16739453397504
Malaysia,Malacca,Greece,Piraeus,5484,SUEZ CANAL,22 days 20 hours,2584.4358792768003,0.08614786264256001
Malaysia,Malacca,Spain,Valencia,6560,SUEZ CANAL,27 days 08 hours,3091.520672512,0.10305068908373334
Malaysia,Malacca,China,Yingkou,2891,DIRECT,12 days 01 hours,1362.4369305232,0.04541456435077334
Malaysia,Malacca,Brazil,Santos,8845,CAPE OF GOOD HOPE,36 days 21 hours,4168.3689555440005,0.1389456318514667
Malaysia,Malacca,Saudi Arabia,Jeddah,4198,DIRECT,17 days 12 hours,1978.3847230496,0.06594615743498666
Malaysia,Malacca,Spain,Algeciras,6806,SUEZ CANAL,28 days 09 hours,3207.4526977312003,0.10691508992437335
Malaysia,Malacca,Germany,Bremerhaven,8370,SUEZ CANAL,34 days 21 hours,3944.5164678240003,0.13148388226080002
Malaysia,Malacca,Oman,Muscat,3019,DIRECT,12 days 14 hours,1422.7592851088,0.04742530950362667
Malaysia,Malacca,China,Dalian,2741,DIRECT,11 days 10 hours,1291.7466712432001,0.04305822237477334
Malaysia,Malacca,Japan,Tokyo,3026,DIRECT,12 days 15 hours,1426.0581638752,0.047535272129173335
Malaysia,Malacca,United Arab Emirates,Port Rashid,3307,DIRECT,13 days 19 hours,1558.4845829264,0.05194948609754667
Malaysia,Malacca,Egypt,Port Said,4891,DIRECT,20 days 09 hours,2304.9737209232003,0.07683245736410668
Malaysia,Malacca,China,Yantai,2705,DIRECT,11 days 07 hours,1274.781009016,0.042492700300533336
Malaysia,Malacca,United States,Houston,11572,SUEZ CANAL,48 days 05 hours,5453.5178692544005,0.18178392897514667
Malaysia,Malacca,Indonesia,Tanjung Perak,876,DIRECT,3 days 16 hours,412.83111419520003,0.013761037139840001
Netherlands,Rotterdam,China,Xiamen,9941,SUEZ CANAL,41 days 10 hours,4684.879116683201,0.15616263722277335
Netherlands,Rotterdam,Taiwan,Kaohsiung,9909,SUEZ CANAL,41 days 07 hours,4669.7985280368,0.15565995093456
Netherlands,Rotterdam,Morocco,Tangier,1342,DIRECT,5 days 14 hours,632.4421863584,0.02108140621194667
Netherlands,Rotterdam,United States,New York,3383,DIRECT,14 days 02 hours,1594.3009809616,0.05314336603205334
Netherlands,Rotterdam,Germany,Hamburg,305,DIRECT,1 day 07 hours,143.736860536,0.0047912286845333335
Netherlands,Rotterdam,Indonesia,Tanjung Priok,8550,SUEZ CANAL,35 days 15 hours,4029.34477896,0.134311492632
Netherlands,Rotterdam,Sri Lanka,Colombo,6755,SUEZ CANAL,28 days 04 hours,3183.4180095760003,0.10611393365253334
Netherlands,Rotterdam,India,Kandla,6230,SUEZ CANAL,25 days 23 hours,2936.0021020960003,0.09786673673653334
Netherlands,Rotterdam,India,Bombay,6320,SUEZ CANAL,26 days 08 hours,2978.416257664,0.09928054192213334
Netherlands,Rotterdam,United States,Savannah,3937,DIRECT,16 days 10 hours,1855.3836719024,0.06184612239674667
Netherlands,Rotterdam,Vietnam,Haiphong,9610,SUEZ CANAL,40 days 01 hours,4528.889277872,0.15096297592906666
Netherlands,Rotterdam,Vietnam,Danang,9319,SUEZ CANAL,38 days 20 hours,4391.7501748688,0.14639167249562668
Netherlands,Rotterdam,Panama,Colon,4801,DIRECT,20 days 00 hours,2262.5595653552,0.07541865217850667
Netherlands,Rotterdam,Spain,Valencia,1748,STRAIT OF GIBRALTAR,7 days 07 hours,823.7771548096,0.027459238493653334
Netherlands,Rotterdam,China,Yingkou,11057,SUEZ CANAL,46 days 02 hours,5210.8146457264,0.17369382152421334
Netherlands,Rotterdam,Brazil,Santos,5430,DIRECT,22 days 15 hours,2558.987385936,0.0852995795312
Netherlands,Rotterdam,Spain,Algeciras,1365,DIRECT,5 days 17 hours,643.281359448,0.0214427119816
Netherlands,Rotterdam,Germany,Bremerhaven,255,DIRECT,1 day 02 hours,120.173440776,0.0040057813592
Netherlands,Rotterdam,Oman,Muscat,5866,SUEZ CANAL,24 days 11 hours,2764.4604062432,0.09214868020810667
Netherlands,Rotterdam,China,Dalian,10907,SUEZ CANAL,45 days 11 hours,5140.1243864464,0.17133747954821335
Netherlands,Rotterdam,Japan,Tokyo,11192,SUEZ CANAL,46 days 15 hours,5274.4358790784,0.17581452930261332
Netherlands,Rotterdam,United Arab Emirates,Port Rashid,6165,SUEZ CANAL,25 days 17 hours,2905.369656408,0.0968456552136
Netherlands,Rotterdam,Egypt,Port Said,3274,STRAIT OF GIBRALTAR,13 days 15 hours,1542.9327258848,0.05143109086282666
Netherlands,Rotterdam,China,Yantai,10871,SUEZ CANAL,45 days 07 hours,5123.1587242192,0.17077195747397333
Netherlands,Rotterdam,United States,Houston,5052,DIRECT,21 days 01 hours,2380.8479325504,0.07936159775168
Netherlands,Rotterdam,Indonesia,Tanjung Perak,8926,SUEZ CANAL,37 days 05 hours,4206.5416955552,0.14021805651850666
China,Xiamen,Belgium,Antwerp,9946,SUEZ CANAL,41 days 11 hours,4687.2354586592,0.15624118195530667
China,Xiamen,Malaysia,Johor,1657,DIRECT,6 days 22 hours,780.8917308464,0.026029724361546668
China,Xiamen,Taiwan,Kaohsiung,164,DIRECT,16 hours,77.28801681280001,0.002576267227093334
China,Xiamen,Thailand,Laem Chabang,1667,DIRECT,6 days 23 hours,785.6044147984001,0.026186813826613337
China,Xiamen,Morocco,Tangier,8608,SUEZ CANAL,35 days 21 hours,4056.6783458816003,0.13522261152938667
China,Xiamen,United States,New York,10955,PANAMA CANAL,45 days 16 hours,5162.745269416,0.17209150898053333
China,Xiamen,Germany,Hamburg,10194,SUEZ CANAL,42 days 11 hours,4804.110020668801,0.16013700068896003
China,Xiamen,Vietnam,Saigon,1150,DIRECT,4 days 19 hours,541.9586544800001,0.01806528848266667
China,Xiamen,Indonesia,Tanjung Priok,1986,DIRECT,8 days 07 hours,935.9390328672,0.03119796776224
China,Xiamen,Sri Lanka,Colombo,3220,DIRECT,13 days 10 hours,1517.4842325440002,0.050582807751466674
China,Xiamen,India,Kandla,4454,DIRECT,18 days 13 hours,2099.0294322208,0.06996764774069333
China,Xiamen,India,Bombay,4088,DIRECT,17 days 01 hours,1926.5451995776,0.06421817331925334
China,Xiamen,United States,Savannah,10546,PANAMA CANAL,43 days 23 hours,4969.9964957792,0.16566654985930665
China,Xiamen,Vietnam,Haiphong,896,DIRECT,3 days 18 hours,422.2564820992,0.014075216069973334
China,Xiamen,Vietnam,Danang,770,DIRECT,3 days 05 hours,362.87666430400003,0.012095888810133335
China,Xiamen,Philippines,Manila,662,DIRECT,2 days 18 hours,311.9796776224,0.010399322587413334
China,Xiamen,Panama,Colon,8983,PANAMA CANAL,37 days 10 hours,4233.4039940816,0.14111346646938666
China,Xiamen,Greece,Piraeus,7260,SUEZ CANAL,30 days 06 hours,3421.408549152,0.1140469516384
China,Xiamen,Spain,Valencia,8336,SUEZ CANAL,34 days 18 hours,3928.4933423872003,0.13094977807957334
China,Xiamen,China,Yingkou,1152,DIRECT,4 days 19 hours,542.9011912704,0.018096706375679998
China,Xiamen,Brazil,Santos,10475,CAPE OF GOOD HOPE,43 days 16 hours,4936.53643972,0.16455121465733333
China,Xiamen,Saudi Arabia,Jeddah,5974,DIRECT,24 days 21 hours,2815.3573929248,0.09384524643082667
China,Xiamen,Spain,Algeciras,8582,SUEZ CANAL,35 days 18 hours,4044.4253676064004,0.13481417892021336
China,Xiamen,Germany,Bremerhaven,10146,SUEZ CANAL,42 days 07 hours,4781.4891376992,0.15938297125664
China,Xiamen,Oman,Muscat,4795,DIRECT,20 days 00 hours,2259.731954984,0.07532439849946666
China,Xiamen,China,Dalian,1002,DIRECT,4 days 04 hours,472.2109319904,0.01574036439968
China,Xiamen,Japan,Tokyo,1348,DIRECT,5 days 15 hours,635.2697967296,0.021175659890986666
China,Xiamen,United Arab Emirates,Port Rashid,5083,DIRECT,21 days 04 hours,2395.4572528016,0.07984857509338666
China,Xiamen,Egypt,Port Said,6667,DIRECT,27 days 19 hours,3141.9463907984,0.10473154635994666
China,Xiamen,China,Yantai,966,DIRECT,4 days 01 hours,455.24526976320004,0.015174842325440002
China,Xiamen,United States,Houston,10511,PANAMA CANAL,43 days 19 hours,4953.502101947201,0.16511673673157334
China,Xiamen,Indonesia,Tanjung Perak,2149,DIRECT,8 days 23 hours,1012.7557812848,0.03375852604282667
Belgium,Antwerp,Taiwan,Kaohsiung,9914,SUEZ CANAL,41 days 07 hours,4672.1548700128005,0.15573849566709336
Belgium,Antwerp,Morocco,Tangier,1347,DIRECT,5 days 15 hours,634.7985283344,0.021159950944479998
Belgium,Antwerp,United States,New York,3388,DIRECT,14 days 03 hours,1596.6573229376002,0.05322191076458667
Belgium,Antwerp,Germany,Hamburg,405,DIRECT,1 day 17 hours,190.863700056,0.0063621233352
Belgium,Antwerp,Indonesia,Tanjung Priok,8555,SUEZ CANAL,35 days 16 hours,4031.7011209360003,0.13439003736453334
Belgium,Antwerp,Sri Lanka,Colombo,6760,SUEZ CANAL,28 days 04 hours,3185.774351552,0.10619247838506667
Belgium,Antwerp,India,Kandla,6235,SUEZ CANAL,26 days 00 hours,2938.358444072,0.09794528146906667
Belgium,Antwerp,India,Bombay,6325,SUEZ CANAL,26 days 09 hours,2980.77259964,0.09935908665466667
Belgium,Antwerp,United States,Savannah,3942,DIRECT,16 days 10 hours,1857.7400138784,0.06192466712928
Belgium,Antwerp,Vietnam,Haiphong,9615,SUEZ CANAL,40 days 02 hours,4531.245619848,0.1510415206616
Belgium,Antwerp,Vietnam,Danang,9324,SUEZ CANAL,38 days 20 hours,4394.1065168448,0.14647021722816
Belgium,Antwerp,Panama,Colon,4806,DIRECT,20 days 01 hours,2264.9159073312003,0.07549719691104001
Belgium,Antwerp,Spain,Valencia,1753,STRAIT OF GIBRALTAR,7 days 07 hours,826.1334967856001,0.02753778322618667
Belgium,Antwerp,China,Yingkou,11062,SUEZ CANAL,46 days 02 hours,5213.1709877024,0.1737723662567467
Belgium,Antwerp,Brazil,Santos,5435,DIRECT,22 days 16 hours,2561.3437279120003,0.08537812426373334
Belgium,Antwerp,Saudi Arabia,Jeddah,4002,SUEZ CANAL,16 days 16 hours,1886.0161175904002,0.06286720391968001
Belgium,Antwerp,Spain,Algeciras,1370,DIRECT,5 days 17 hours,645.637701424,0.021521256714133335
Belgium,Antwerp,Germany,Bremerhaven,357,DIRECT,1 day 12 hours,168.2428170864,0.0056080939028800006
Belgium,Antwerp,Oman,Muscat,5871,SUEZ CANAL,24 days 11 hours,2766.8167482192002,0.09222722494064
Belgium,Antwerp,China,Dalian,10912,SUEZ CANAL,45 days 11 hours,5142.4807284224,0.17141602428074665
Belgium,Antwerp,Japan,Tokyo,11197,SUEZ CANAL,46 days 16 hours,5276.7922210544,0.17589307403514667
Belgium,Antwerp,United Arab Emirates,Port Rashid,6170,SUEZ CANAL,25 days 17 hours,2907.725998384,0.09692419994613333
Belgium,Antwerp,Egypt,Port Said,3279,STRAIT OF GIBRALTAR,13 days 16 hours,1545.2890678608,0.05150963559536
Belgium,Antwerp,China,Yantai,10876,SUEZ CANAL,45 days 08 hours,5125.5150661952,0.1708505022065067
Belgium,Antwerp,United States,Houston,5057,DIRECT,21 days 02 hours,2383.2042745264002,0.07944014248421334
Belgium,Antwerp,Indonesia,Tanjung Perak,8931,SUEZ CANAL,37 days 05 hours,4208.8980375312,0.14029660125104002
Malaysia,Johor,Taiwan,Kaohsiung,1635,DIRECT,6 days 20 hours,770.5238261520001,0.025684127538400003
Malaysia,Johor,Thailand,Laem Chabang,784,DIRECT,3 days 06 hours,369.4744218368,0.012315814061226666
Malaysia,Johor,Morocco,Tangier,6980,SUEZ CANAL,29 days 02 hours,3289.4533984960003,0.10964844661653335
Malaysia,Johor,United States,New York,10158,SUEZ CANAL,42 days 08 hours,4787.1443584416,0.15957147861472
Malaysia,Johor,Germany,Hamburg,8566,SUEZ CANAL,35 days 17 hours,4036.8850732832,0.13456283577610667
Malaysia,Johor,Indonesia,Tanjung Priok,554,DIRECT,2 days 07 hours,261.08269094080003,0.008702756364693335
Malaysia,Johor,Sri Lanka,Colombo,1593,DIRECT,6 days 15 hours,750.7305535536001,0.025024351785120004
Malaysia,Johor,India,Kandla,2826,DIRECT,11 days 19 hours,1331.8044848352001,0.04439348282784
Malaysia,Johor,India,Bombay,2460,DIRECT,10 days 06 hours,1159.320252192,0.0386440084064
Malaysia,Johor,United States,Savannah,10636,SUEZ CANAL,44 days 08 hours,5012.410651347201,0.16708035504490668
Malaysia,Johor,Vietnam,Haiphong,1326,DIRECT,5 days 13 hours,624.9018920352,0.02083006306784
Malaysia,Johor,Vietnam,Danang,1035,DIRECT,4 days 08 hours,487.762789032,0.0162587596344
Malaysia,Johor,Panama,Colon,10538,PANAMA CANAL,43 days 22 hours,4966.2263486176,0.16554087828725333
